locus_tag	ftype	length_bp	gene	EC_number	COG	product
FJOBDCKL_02702	CDS	402				hypothetical protein
FJOBDCKL_02703	CDS	405				hypothetical protein
FJOBDCKL_02704	CDS	492				hypothetical protein
FJOBDCKL_02705	CDS	399				hypothetical protein
FJOBDCKL_02706	CDS	510				hypothetical protein
FJOBDCKL_02707	CDS	996	xerC_5			Tyrosine recombinase XerC
FJOBDCKL_02708	CDS	1572				hypothetical protein
FJOBDCKL_02709	CDS	1578				hypothetical protein
FJOBDCKL_02710	CDS	1596				hypothetical protein
FJOBDCKL_02711	CDS	105				hypothetical protein
FJOBDCKL_02712	CDS	1563				hypothetical protein
FJOBDCKL_02713	CDS	207				hypothetical protein
FJOBDCKL_02714	CDS	2574				hypothetical protein
FJOBDCKL_02715	CDS	3474				hypothetical protein
FJOBDCKL_02716	CDS	234				hypothetical protein
FJOBDCKL_02717	CDS	324	mazF_1	3.1.-.-	COG2337	putative endoribonuclease MazF
FJOBDCKL_02718	CDS	462				hypothetical protein
FJOBDCKL_02719	CDS	870				hypothetical protein
FJOBDCKL_02720	CDS	834				IS200/IS605 family transposase ISAba30
FJOBDCKL_02721	CDS	447				IS200/IS605 family transposase ISAba30
FJOBDCKL_02722	CDS	273				hypothetical protein
FJOBDCKL_02723	CDS	588	hin_1		COG1961	DNA-invertase hin
FJOBDCKL_02724	CDS	1734	ycgR_3			Flagellar brake protein YcgR
FJOBDCKL_02725	CDS	2577				hypothetical protein
FJOBDCKL_02726	CDS	378				IS1380 family transposase ISPosp7
FJOBDCKL_02727	CDS	276				hypothetical protein
FJOBDCKL_02728	CDS	270				hypothetical protein
FJOBDCKL_02729	CDS	102				hypothetical protein
FJOBDCKL_02730	CDS	516	rhaS_2			HTH-type transcriptional activator RhaS
FJOBDCKL_02731	CDS	594				hypothetical protein
FJOBDCKL_02732	CDS	327				hypothetical protein
FJOBDCKL_02733	CDS	1326	qseC_2	2.7.13.3		Sensor protein QseC
FJOBDCKL_02734	CDS	660	qseB_2			Transcriptional regulatory protein QseB
FJOBDCKL_02735	CDS	423				hypothetical protein
FJOBDCKL_02736	CDS	477				hypothetical protein
FJOBDCKL_02737	CDS	2226	hmp_2	1.14.12.17		Flavohemoprotein
FJOBDCKL_02738	tRNA	82				tRNA-Arg(tct)
FJOBDCKL_02739	CDS	825				hypothetical protein
FJOBDCKL_02740	CDS	372	rhaS_3			HTH-type transcriptional activator RhaS
FJOBDCKL_02741	CDS	234	copZ			Copper chaperone CopZ
FJOBDCKL_02742	CDS	1860	cadA	3.6.3.3		Cadmium-transporting ATPase
FJOBDCKL_02743	CDS	561				hypothetical protein
FJOBDCKL_02744	CDS	753				hypothetical protein
FJOBDCKL_02745	CDS	2112	nrdZ	1.17.4.1	COG0209	Vitamin B12-dependent ribonucleoside-diphosphate reductase
FJOBDCKL_02746	CDS	495				hypothetical protein
FJOBDCKL_02747	CDS	741	trmB_2	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
FJOBDCKL_02748	CDS	375				hypothetical protein
FJOBDCKL_02749	CDS	417				hypothetical protein
FJOBDCKL_02750	CDS	2175	glcB	2.3.3.9	COG2225	Malate synthase G
FJOBDCKL_02751	CDS	984				hypothetical protein
FJOBDCKL_02752	CDS	492				hypothetical protein
FJOBDCKL_02753	CDS	1503	comM		COG0606	Competence protein ComM
FJOBDCKL_02754	CDS	354				hypothetical protein
FJOBDCKL_02755	CDS	339	glnK_1		COG0347	Nitrogen regulatory protein P-II 2
FJOBDCKL_02756	CDS	1251	nrgA			Ammonium transporter
FJOBDCKL_02757	CDS	339	glnK_2		COG0347	Nitrogen regulatory protein P-II 2
FJOBDCKL_02758	CDS	777	fpr	1.18.1.2	COG1018	Ferredoxin--NADP reductase
FJOBDCKL_02759	CDS	927	cysL_4		COG0583	HTH-type transcriptional regulator CysL
FJOBDCKL_02760	CDS	429				hypothetical protein
FJOBDCKL_02761	CDS	486				hypothetical protein
FJOBDCKL_02762	CDS	393				hypothetical protein
FJOBDCKL_02763	CDS	1077	hemE	4.1.1.37	COG0407	Uroporphyrinogen decarboxylase
FJOBDCKL_02764	CDS	636	ribA	3.5.4.25	COG0807	GTP cyclohydrolase-2
FJOBDCKL_02765	CDS	669				hypothetical protein
FJOBDCKL_02766	CDS	768	djlA		COG1076	Co-chaperone protein DjlA
FJOBDCKL_02767	CDS	1944	dxs_1	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
FJOBDCKL_02768	CDS	888	ispA	2.5.1.10	COG0142	Farnesyl diphosphate synthase
FJOBDCKL_02769	CDS	291	xseB	3.1.11.6	COG1722	Exodeoxyribonuclease 7 small subunit
FJOBDCKL_02770	CDS	1251	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
FJOBDCKL_02771	CDS	789	dpgD_2	4.2.1.17		Enoyl-CoA-hydratase
FJOBDCKL_02772	CDS	828	iclR		COG1414	Transcriptional repressor IclR
FJOBDCKL_02773	CDS	1029	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase catalytic subunit
FJOBDCKL_02774	CDS	633				hypothetical protein
FJOBDCKL_02775	CDS	459	yqgF	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
FJOBDCKL_02776	CDS	573				hypothetical protein
FJOBDCKL_02777	CDS	249				hypothetical protein
FJOBDCKL_02778	CDS	1350	dgt	3.1.5.1		Deoxyguanosinetriphosphate triphosphohydrolase
FJOBDCKL_02779	CDS	897				hypothetical protein
FJOBDCKL_02780	CDS	888	cobB_1	3.5.1.-	COG0846	NAD-dependent protein deacetylase
FJOBDCKL_02781	CDS	375	yciH		COG0023	putative protein YciH
FJOBDCKL_02782	CDS	687	yieH	3.1.3.-	COG0637	6-phosphogluconate phosphatase
FJOBDCKL_02783	CDS	1065	cbbA	4.1.2.13		Fructose-bisphosphate aldolase
FJOBDCKL_02784	CDS	1170	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
FJOBDCKL_02785	CDS	1080	epd	1.2.1.72	COG0057	D-erythrose-4-phosphate dehydrogenase
FJOBDCKL_02786	CDS	717	yohK_2		COG1346	Inner membrane protein YohK
FJOBDCKL_02787	CDS	375				hypothetical protein
FJOBDCKL_02788	CDS	1995	tktA	2.2.1.1	COG0021	Transketolase 1
FJOBDCKL_02789	CDS	1221	metK	2.5.1.6	COG0192	S-adenosylmethionine synthase
FJOBDCKL_02790	CDS	1689	ligB	6.5.1.2	COG0272	DNA ligase B
FJOBDCKL_02791	CDS	1410	ahcY	3.3.1.1		Adenosylhomocysteinase
FJOBDCKL_02792	CDS	936				hypothetical protein
FJOBDCKL_02793	CDS	843	metF	1.5.1.20	COG0685	5,10-methylenetetrahydrofolate reductase
FJOBDCKL_02794	CDS	2199				hypothetical protein
FJOBDCKL_02795	CDS	984				hypothetical protein
FJOBDCKL_02796	CDS	1704				hypothetical protein
FJOBDCKL_02797	CDS	246				hypothetical protein
FJOBDCKL_02798	CDS	2049	prlC	3.4.24.70	COG0339	Oligopeptidase A
FJOBDCKL_02799	CDS	1338				hypothetical protein
FJOBDCKL_02800	CDS	552	yrdA		COG0663	Protein YrdA
FJOBDCKL_02801	CDS	672				hypothetical protein
FJOBDCKL_02802	CDS	1383	dctD_2			C4-dicarboxylate transport transcriptional regulatory protein DctD
FJOBDCKL_02803	CDS	1923	dctB_2	2.7.13.3		C4-dicarboxylate transport sensor protein DctB
FJOBDCKL_02804	CDS	786	pdhR		COG2186	Pyruvate dehydrogenase complex repressor
FJOBDCKL_02805	CDS	756	lutA_1		COG0247	Lactate utilization protein A
FJOBDCKL_02806	CDS	1473	lutB		COG1139	Lactate utilization protein B
FJOBDCKL_02807	CDS	681			COG1556	putative protein
FJOBDCKL_02808	CDS	2847				hypothetical protein
FJOBDCKL_02809	CDS	843	cysE	2.3.1.30	COG1045	Serine acetyltransferase
FJOBDCKL_02810	CDS	741	trmJ_2	2.1.1.200	COG0565	tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmJ
FJOBDCKL_02811	CDS	795	suhB_2	3.1.3.25	COG0483	Inositol-1-monophosphatase
FJOBDCKL_02812	CDS	1065	hisC_4	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
FJOBDCKL_02813	CDS	945				hypothetical protein
FJOBDCKL_02814	CDS	450				hypothetical protein
FJOBDCKL_02815	CDS	1377	radA	3.6.4.-	COG1066	DNA repair protein RadA
FJOBDCKL_02816	CDS	1038	selD	2.7.9.3	COG0709	Selenide, water dikinase
FJOBDCKL_02817	CDS	1152	selU	2.9.1.-	COG2603	tRNA 2-selenouridine synthase
FJOBDCKL_02818	CDS	696				hypothetical protein
FJOBDCKL_02819	CDS	294				DNA base-flipping protein
FJOBDCKL_02820	CDS	585			COG3068	putative protein
FJOBDCKL_02821	CDS	774	hisF	4.1.3.-	COG0107	Imidazole glycerol phosphate synthase subunit HisF
FJOBDCKL_02822	CDS	747	hisA	5.3.1.16	COG0106	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
FJOBDCKL_02823	CDS	642	hisH	2.4.2.-	COG0118	Imidazole glycerol phosphate synthase subunit HisH
FJOBDCKL_02824	CDS	594	hisB		COG0131	Histidine biosynthesis bifunctional protein HisB
FJOBDCKL_02825	CDS	462	panM			PanD maturation factor
FJOBDCKL_02826	CDS	2346				hypothetical protein
FJOBDCKL_02827	CDS	1092	mutY	3.2.2.-	COG1194	Adenine DNA glycosylase
FJOBDCKL_02828	CDS	273			COG2924	putative Fe(2+)-trafficking protein
FJOBDCKL_02829	tRNA	76				tRNA-Phe(gaa)
FJOBDCKL_02830	tRNA	75				tRNA-Gln(ttg)
FJOBDCKL_02831	tRNA	76				tRNA-Thr(tgt)
FJOBDCKL_02832	CDS	999	ectD	1.14.11.55		Ectoine dioxygenase
FJOBDCKL_02833	CDS	666	ycgM		COG0179	putative protein YcgM
FJOBDCKL_02834	CDS	1923	speA	4.1.1.19		Biosynthetic arginine decarboxylase
FJOBDCKL_02835	CDS	960	thrB	2.7.1.39	COG2334	Homoserine kinase
FJOBDCKL_02836	CDS	294				hypothetical protein
FJOBDCKL_02837	CDS	2769	polA	2.7.7.7	COG0258	DNA polymerase I
FJOBDCKL_02838	CDS	1029	idiA		COG1840	Iron deficiency-induced protein A
FJOBDCKL_02839	CDS	1173	btuD_4	3.6.3.33		Vitamin B12 import ATP-binding protein BtuD
FJOBDCKL_02840	CDS	1683				hypothetical protein
FJOBDCKL_02841	CDS	1329	dctM_8		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
FJOBDCKL_02842	CDS	504				hypothetical protein
FJOBDCKL_02843	CDS	1110			COG4663	Monocarboxylate 2-oxoacid-binding periplasmic protein
FJOBDCKL_02844	CDS	2190	tmcA	2.3.1.193	COG1444	tRNA(Met) cytidine acetyltransferase TmcA
FJOBDCKL_02845	rRNA	111				5S ribosomal RNA
FJOBDCKL_02846	CDS	984	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
FJOBDCKL_02847	CDS	840	coaX	2.7.1.33	COG1521	Type III pantothenate kinase
FJOBDCKL_02848	tRNA	84				tRNA-Tyr(gta)
FJOBDCKL_02849	tRNA	74				tRNA-Gly(tcc)
FJOBDCKL_02850	tRNA	75				tRNA-Thr(ggt)
FJOBDCKL_02851	tRNA	76				tRNA-Trp(cca)
FJOBDCKL_02852	CDS	369	secE		COG0690	Protein translocase subunit SecE
FJOBDCKL_02853	CDS	534	nusG		COG0250	Transcription termination/antitermination protein NusG
FJOBDCKL_02854	CDS	432	rplK		COG0080	50S ribosomal protein L11
FJOBDCKL_02855	CDS	693	rplA		COG0081	50S ribosomal protein L1
FJOBDCKL_02856	CDS	504	rplJ		COG0244	50S ribosomal protein L10
FJOBDCKL_02857	CDS	372	rplL			50S ribosomal protein L7/L12
FJOBDCKL_02858	CDS	4080	rpoB	2.7.7.6		DNA-directed RNA polymerase subunit beta
FJOBDCKL_02859	CDS	4218	rpoC	2.7.7.6		DNA-directed RNA polymerase subunit beta'
FJOBDCKL_02860	CDS	375	rpsL		COG0048	30S ribosomal protein S12
FJOBDCKL_02861	CDS	471	rpsG		COG0049	30S ribosomal protein S7
FJOBDCKL_02862	CDS	2121	fusA		COG0480	Elongation factor G
FJOBDCKL_02863	CDS	1194	tuf1			Elongation factor Tu
FJOBDCKL_02864	CDS	312	rpsJ		COG0051	30S ribosomal protein S10
FJOBDCKL_02865	CDS	639	rplC		COG0087	50S ribosomal protein L3
FJOBDCKL_02866	CDS	606	rplD		COG0088	50S ribosomal protein L4
FJOBDCKL_02867	CDS	297	rplW		COG0089	50S ribosomal protein L23
FJOBDCKL_02868	CDS	828	rplB		COG0090	50S ribosomal protein L2
FJOBDCKL_02869	CDS	276	rpsS		COG0185	30S ribosomal protein S19
FJOBDCKL_02870	CDS	333	rplV		COG0091	50S ribosomal protein L22
FJOBDCKL_02871	CDS	699	rpsC		COG0092	30S ribosomal protein S3
FJOBDCKL_02872	CDS	414	rplP		COG0197	50S ribosomal protein L16
FJOBDCKL_02873	CDS	192	rpmC		COG0255	50S ribosomal protein L29
FJOBDCKL_02874	CDS	261	rpsQ		COG0186	30S ribosomal protein S17
FJOBDCKL_02875	CDS	372	rplN		COG0093	50S ribosomal protein L14
FJOBDCKL_02876	CDS	315	rplX		COG0198	50S ribosomal protein L24
FJOBDCKL_02877	CDS	540	rplE		COG0094	50S ribosomal protein L5
FJOBDCKL_02878	CDS	306	rpsN		COG0199	30S ribosomal protein S14
FJOBDCKL_02879	CDS	393	rpsH		COG0096	30S ribosomal protein S8
FJOBDCKL_02880	CDS	531	rplF		COG0097	50S ribosomal protein L6
FJOBDCKL_02881	CDS	351	rplR		COG0256	50S ribosomal protein L18
FJOBDCKL_02882	CDS	501	rpsE		COG0098	30S ribosomal protein S5
FJOBDCKL_02883	CDS	183	rpmD		COG1841	50S ribosomal protein L30
FJOBDCKL_02884	CDS	435	rplO		COG0200	50S ribosomal protein L15
FJOBDCKL_02885	CDS	1332	secY		COG0201	Protein translocase subunit SecY
FJOBDCKL_02886	CDS	114	rpmJ		COG0257	50S ribosomal protein L36
FJOBDCKL_02887	CDS	357	rpsM		COG0099	30S ribosomal protein S13
FJOBDCKL_02888	CDS	387	rpsK		COG0100	30S ribosomal protein S11
FJOBDCKL_02889	CDS	621	rpsD		COG0522	30S ribosomal protein S4
FJOBDCKL_02890	CDS	999	rpoA	2.7.7.6		DNA-directed RNA polymerase subunit alpha
FJOBDCKL_02891	CDS	390	rplQ		COG0203	50S ribosomal protein L17
FJOBDCKL_02892	CDS	1203				ISL3 family transposase ISAba43
FJOBDCKL_02893	CDS	162				hypothetical protein
FJOBDCKL_02894	CDS	1353	gdh_1	1.4.1.4	COG0334	NADP-specific glutamate dehydrogenase
FJOBDCKL_02895	CDS	1068	rlmM	2.1.1.186	COG2933	Ribosomal RNA large subunit methyltransferase M
FJOBDCKL_02896	CDS	291				hypothetical protein
FJOBDCKL_02897	CDS	240	tusA_2		COG0425	Sulfur carrier protein TusA
FJOBDCKL_02898	CDS	708				hypothetical protein
FJOBDCKL_02899	CDS	1053				hypothetical protein
FJOBDCKL_02900	CDS	1449	norM		COG0534	Multidrug resistance protein NorM
FJOBDCKL_02901	CDS	558	epmC	1.14.-.-	COG3101	Elongation factor P hydroxylase
FJOBDCKL_02902	CDS	2166	dxs_2	2.2.1.7		1-deoxy-D-xylulose-5-phosphate synthase
FJOBDCKL_02903	CDS	504				hypothetical protein
FJOBDCKL_02904	CDS	894	tatD	3.1.11.-	COG0084	3'-5' ssDNA/RNA exonuclease TatD
FJOBDCKL_02905	CDS	1965	uup		COG0488	ABC transporter ATP-binding protein uup
FJOBDCKL_02906	CDS	456	uspA2		COG0589	Universal stress protein A 
FJOBDCKL_02907	CDS	531				hypothetical protein
FJOBDCKL_02908	CDS	450	slyA			Transcriptional regulator SlyA
FJOBDCKL_02909	CDS	1299				hypothetical protein
FJOBDCKL_02910	CDS	2205	fadB_2			Fatty acid oxidation complex subunit alpha
FJOBDCKL_02911	CDS	1179	fadA_2	2.3.1.16		3-ketoacyl-CoA thiolase
FJOBDCKL_02912	CDS	465				hypothetical protein
FJOBDCKL_02913	CDS	480				hypothetical protein
FJOBDCKL_02914	CDS	687	hchA	4.2.1.130		Molecular chaperone Hsp31 and glyoxalase 3
FJOBDCKL_02915	CDS	381				hypothetical protein
FJOBDCKL_02916	CDS	933	panE_2	1.1.1.169	COG1893	2-dehydropantoate 2-reductase
FJOBDCKL_02917	CDS	462				hypothetical protein
FJOBDCKL_02918	CDS	1581		2.4.2.4		Putative thymidine phosphorylase
FJOBDCKL_02919	CDS	906	prs2	2.7.6.1		Putative ribose-phosphate pyrophosphokinase 2
FJOBDCKL_02920	CDS	249				hypothetical protein
FJOBDCKL_02921	CDS	1245	ysdC	3.4.11.-	COG1363	Putative aminopeptidase YsdC
FJOBDCKL_02922	CDS	1059				hypothetical protein
FJOBDCKL_02923	CDS	759				hypothetical protein
FJOBDCKL_02924	CDS	1338	alsT_2		COG1115	Amino-acid carrier protein AlsT
FJOBDCKL_02925	CDS	1152				IS200/IS605 family transposase ISPa18
FJOBDCKL_02926	CDS	489				hypothetical protein
FJOBDCKL_02927	CDS	285				hypothetical protein
FJOBDCKL_02928	CDS	1254				IS256 family transposase ISTdr1
FJOBDCKL_02929	CDS	135				hypothetical protein
FJOBDCKL_02930	CDS	2490	actP_2	3.6.3.4		Copper-transporting P-type ATPase
FJOBDCKL_02931	CDS	408	merR1			Mercuric resistance operon regulatory protein
FJOBDCKL_02932	CDS	537	ahpC_1	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
FJOBDCKL_02933	CDS	999			COG3039	IS5 family transposase IS1021
FJOBDCKL_02934	CDS	723	dipZ		COG0785	Protein DipZ
FJOBDCKL_02935	CDS	2400	silP_2	3.6.3.53		Silver exporting P-type ATPase
FJOBDCKL_02936	CDS	1653	ftsP			Cell division protein FtsP
FJOBDCKL_02937	CDS	621	ubiE_2	2.1.1.163		Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
FJOBDCKL_02938	CDS	453	merR_2			Mercuric resistance operon regulatory protein
FJOBDCKL_02939	CDS	351	merT_2			Mercuric transport protein MerT
FJOBDCKL_02940	CDS	279				hypothetical protein
FJOBDCKL_02941	CDS	252				hypothetical protein
FJOBDCKL_02942	CDS	1650	merA_2	1.16.1.1		Mercuric reductase
FJOBDCKL_02943	CDS	561	mntP		COG1971	putative manganese efflux pump MntP
FJOBDCKL_02944	CDS	1158				hypothetical protein
FJOBDCKL_02945	CDS	939	aniA	1.7.2.1	COG2132	Copper-containing nitrite reductase
FJOBDCKL_02946	CDS	1416	degP_2	3.4.21.107	COG0265	Periplasmic serine endoprotease DegP
FJOBDCKL_02947	CDS	915	czcD_2			Metal cation efflux system protein CzcD
FJOBDCKL_02948	CDS	678				hypothetical protein
FJOBDCKL_02949	CDS	1260				hypothetical protein
FJOBDCKL_02950	CDS	783	zupT		COG0428	Zinc transporter ZupT
FJOBDCKL_02951	CDS	459	zntR_1		COG0789	HTH-type transcriptional regulator ZntR
FJOBDCKL_02952	CDS	2196	zntA	3.6.3.-	COG2217	Zinc/cadmium/lead-transporting P-type ATPase
FJOBDCKL_02953	CDS	483	lspA_2	3.4.23.36	COG0597	Lipoprotein signal peptidase
FJOBDCKL_02954	CDS	1503	lnt_2	2.3.1.-	COG0815	Apolipoprotein N-acyltransferase
FJOBDCKL_02955	CDS	1062				hypothetical protein
FJOBDCKL_02956	CDS	636				hypothetical protein
FJOBDCKL_02957	CDS	465				hypothetical protein
FJOBDCKL_02958	CDS	579				hypothetical protein
FJOBDCKL_02959	CDS	1482	priA	3.6.4.-	COG1198	Primosomal protein N'
FJOBDCKL_02960	CDS	1686	argS	6.1.1.19		Arginine--tRNA ligase
FJOBDCKL_02961	CDS	741	ftsN			Cell division protein FtsN
FJOBDCKL_02962	CDS	534	hslV	3.4.25.2		ATP-dependent protease subunit HslV
FJOBDCKL_02963	CDS	1323	hslU		COG1220	ATP-dependent protease ATPase subunit HslU
FJOBDCKL_02964	CDS	384				hypothetical protein
FJOBDCKL_02965	CDS	825	ubiE_3	2.1.1.163	COG2226	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
FJOBDCKL_02966	CDS	639				hypothetical protein
FJOBDCKL_02967	CDS	1626	ubiB_2	2.7.-.-	COG0661	putative protein kinase UbiB
FJOBDCKL_02968	CDS	336	hisE	3.6.1.31	COG0140	Phosphoribosyl-ATP pyrophosphatase
FJOBDCKL_02969	CDS	273	tatA		COG1826	Sec-independent protein translocase protein TatA
FJOBDCKL_02970	CDS	426	tatB		COG1826	Sec-independent protein translocase protein TatB
FJOBDCKL_02971	CDS	768	tatC		COG0805	Sec-independent protein translocase protein TatC
FJOBDCKL_02972	CDS	663	elbB	4.2.1.-	COG3155	Glyoxalase ElbB
FJOBDCKL_02973	CDS	1008	hemB	4.2.1.24	COG0113	Delta-aminolevulinic acid dehydratase
FJOBDCKL_02974	CDS	2214	ppk	2.7.4.1	COG0855	Polyphosphate kinase
FJOBDCKL_02975	CDS	2115				hypothetical protein
FJOBDCKL_02976	CDS	513				hypothetical protein
FJOBDCKL_02977	CDS	1065	aroF_2	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive
FJOBDCKL_02978	CDS	159				hypothetical protein
FJOBDCKL_02979	CDS	129				hypothetical protein
FJOBDCKL_02980	CDS	129				hypothetical protein
FJOBDCKL_02981	CDS	714	folM	1.5.1.-	COG1028	Dihydromonapterin reductase
FJOBDCKL_02982	CDS	780	fre	1.16.1.3	COG0543	NAD(P)H-flavin reductase
FJOBDCKL_02983	CDS	1527	ubiD	4.1.1.98	COG0043	3-octaprenyl-4-hydroxybenzoate carboxy-lyase
FJOBDCKL_02984	CDS	1260	rho	3.6.4.-	COG1158	Transcription termination factor Rho
FJOBDCKL_02985	CDS	1527	ppx	3.6.1.11	COG0248	Exopolyphosphatase
FJOBDCKL_02986	CDS	1296	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
FJOBDCKL_02987	CDS	954	accA	6.4.1.2	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
FJOBDCKL_02988	CDS	114				hypothetical protein
FJOBDCKL_02989	CDS	3702	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
FJOBDCKL_02990	CDS	585	rnhB	3.1.26.4	COG0164	Ribonuclease HII
FJOBDCKL_02991	CDS	1221				IS200/IS605 family transposase ISAba30
FJOBDCKL_02992	CDS	420				hypothetical protein
FJOBDCKL_02993	CDS	1656				hypothetical protein
FJOBDCKL_02994	CDS	468				hypothetical protein
FJOBDCKL_02995	CDS	417				hypothetical protein
FJOBDCKL_02996	CDS	672	qseB_3			Transcriptional regulatory protein QseB
FJOBDCKL_02997	CDS	1350	sasA_7	2.7.-.-		Adaptive-response sensory-kinase SasA
FJOBDCKL_02998	CDS	900	zitB		COG1230	Zinc transporter ZitB
FJOBDCKL_02999	CDS	807	ydcV_2			Inner membrane ABC transporter permease protein YdcV
FJOBDCKL_03000	CDS	888	potB_2		COG1176	Spermidine/putrescine transport system permease protein PotB
FJOBDCKL_03001	CDS	1167	btuD_5	3.6.3.33		Vitamin B12 import ATP-binding protein BtuD
FJOBDCKL_03002	CDS	1119	potD		COG0687	Spermidine/putrescine-binding periplasmic protein
FJOBDCKL_03003	CDS	1941				hypothetical protein
FJOBDCKL_03004	CDS	474	pgpA_1	3.1.3.27	COG1267	Phosphatidylglycerophosphatase A
FJOBDCKL_03005	CDS	744				hypothetical protein
FJOBDCKL_03006	CDS	1248	tdcB	4.3.1.19	COG1171	L-threonine ammonia-lyase
FJOBDCKL_03007	CDS	1734	leuB_2	1.1.1.85		3-isopropylmalate dehydrogenase
FJOBDCKL_03008	CDS	243				hypothetical protein
FJOBDCKL_03009	CDS	315	ydhR	1.-.-.-		Putative monooxygenase YdhR
FJOBDCKL_03010	CDS	1116	gcvT	2.1.2.10		Aminomethyltransferase
FJOBDCKL_03011	CDS	1239	sstT		COG3633	Serine/threonine transporter SstT
FJOBDCKL_03012	CDS	1380	sdaA	4.3.1.17	COG1760	L-serine dehydratase 1
FJOBDCKL_03013	CDS	684				hypothetical protein
FJOBDCKL_03014	CDS	561	yecD	3.-.-.-	COG1335	Isochorismatase family protein YecD
FJOBDCKL_03015	CDS	972	rhaR_4			HTH-type transcriptional activator RhaR
FJOBDCKL_03016	CDS	240				hypothetical protein
FJOBDCKL_03017	CDS	708				hypothetical protein
FJOBDCKL_03018	CDS	321				hypothetical protein
FJOBDCKL_03019	CDS	1215	srpC		COG2059	putative chromate transport protein
FJOBDCKL_03020	CDS	798	rnhA	3.1.26.4		Ribonuclease H
FJOBDCKL_03021	CDS	423	fitB_1	3.1.-.-		Toxin FitB
FJOBDCKL_03022	CDS	243				hypothetical protein
FJOBDCKL_03023	CDS	279				hypothetical protein
FJOBDCKL_03024	CDS	1932				hypothetical protein
FJOBDCKL_03025	CDS	867				hypothetical protein
FJOBDCKL_03026	CDS	1017	ilvC	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
FJOBDCKL_03027	CDS	888	hcaR_2			Hca operon transcriptional activator HcaR
FJOBDCKL_03028	CDS	492	ilvH	2.2.1.6	COG0440	Acetolactate synthase isozyme 3 small subunit
FJOBDCKL_03029	CDS	1725	ilvI	2.2.1.6	COG0028	Acetolactate synthase isozyme 3 large subunit
FJOBDCKL_03030	CDS	2607	clpB		COG0542	Chaperone protein ClpB
FJOBDCKL_03031	CDS	756	yfiH	1.10.3.-	COG1496	Polyphenol oxidase
FJOBDCKL_03032	CDS	960	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
FJOBDCKL_03033	CDS	870	bamD		COG4105	Outer membrane protein assembly factor BamD
FJOBDCKL_03034	CDS	1827				hypothetical protein
FJOBDCKL_03035	CDS	1632	nadE	6.3.5.1	COG0171	Glutamine-dependent NAD(+) synthetase
FJOBDCKL_03036	CDS	297				hypothetical protein
FJOBDCKL_03037	CDS	1845	radD	3.6.4.12	COG1061	Putative DNA repair helicase RadD
FJOBDCKL_03038	CDS	3951	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase
FJOBDCKL_03039	CDS	1494	mltF	4.2.2.-	COG4623	Membrane-bound lytic murein transglycosylase F
FJOBDCKL_03040	CDS	459	tadA_2	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
FJOBDCKL_03041	CDS	822	tesB	3.1.2.-	COG1946	Acyl-CoA thioesterase 2
FJOBDCKL_03042	tRNA	76				tRNA-Thr(cgt)
FJOBDCKL_03043	CDS	1395				hypothetical protein
FJOBDCKL_03044	CDS	840				hypothetical protein
FJOBDCKL_03045	CDS	753	bacC_3	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
FJOBDCKL_03046	CDS	1281	umuC_2		COG0389	Protein UmuC
FJOBDCKL_03047	CDS	459	umuD_2	3.4.21.-	COG1974	Protein UmuD
FJOBDCKL_03048	CDS	471				hypothetical protein
FJOBDCKL_03049	CDS	1158			COG2200	putative signaling protein
FJOBDCKL_03050	CDS	417				ISL3 family transposase ISAba43
FJOBDCKL_03051	CDS	636	slmA_3			Nucleoid occlusion factor SlmA
FJOBDCKL_03052	CDS	282				hypothetical protein
FJOBDCKL_03053	CDS	1275	oprM_2		COG1538	Outer membrane protein OprM
FJOBDCKL_03054	CDS	1077				hypothetical protein
FJOBDCKL_03055	CDS	2763	rbbA_3		COG0842	Ribosome-associated ATPase
FJOBDCKL_03056	CDS	1131	yhhJ_3		COG0842	Inner membrane transport permease YhhJ
FJOBDCKL_03057	CDS	462				hypothetical protein
